 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 21, J= 21, F=POINT 
   0.000E+00    0.000E+00    0.000E+00    0.000E+00    5.000E-01
   5.000E-02    0.000E+00    0.000E+00    0.000E+00    1.910E-01
   1.000E-01    0.000E+00    0.000E+00    0.000E+00   -3.073E-02
   1.500E-01    0.000E+00    0.000E+00    0.000E+00   -1.598E-01
   2.000E-01    0.000E+00    0.000E+00    0.000E+00   -2.291E-01
   2.500E-01    0.000E+00    0.000E+00    0.000E+00   -2.667E-01
   3.000E-01    0.000E+00    0.000E+00    0.000E+00   -2.886E-01
   3.500E-01    0.000E+00    0.000E+00    0.000E+00   -3.030E-01
   4.000E-01    0.000E+00    0.000E+00    0.000E+00   -3.140E-01
   4.500E-01    0.000E+00    0.000E+00    0.000E+00   -3.237E-01
   5.000E-01    0.000E+00    0.000E+00    0.000E+00   -3.331E-01
   5.500E-01    0.000E+00    0.000E+00    0.000E+00   -3.427E-01
   6.000E-01    0.000E+00    0.000E+00    0.000E+00   -3.530E-01
   6.500E-01    0.000E+00    0.000E+00    0.000E+00   -3.641E-01
   7.000E-01    0.000E+00    0.000E+00    0.000E+00   -3.764E-01
   7.500E-01    0.000E+00    0.000E+00    0.000E+00   -3.902E-01
   8.000E-01    0.000E+00    0.000E+00    0.000E+00   -4.061E-01
   8.500E-01    0.000E+00    0.000E+00    0.000E+00   -4.247E-01
   9.000E-01    0.000E+00    0.000E+00    0.000E+00   -4.467E-01
   9.500E-01    0.000E+00    0.000E+00    0.000E+00   -4.722E-01
   1.000E+00    0.000E+00    0.000E+00    0.000E+00   -5.000E-01
   0.000E+00    5.000E-02    0.000E+00    0.000E+00    5.000E-01
   5.000E-02    5.000E-02   -9.919E+00    7.267E+00    1.882E-01
   1.000E-01    5.000E-02   -1.708E+01    3.025E+00   -3.524E-02
   1.500E-01    5.000E-02   -1.962E+01   -1.729E-01   -1.640E-01
   2.000E-01    5.000E-02   -1.968E+01   -1.242E+00   -2.316E-01
   2.500E-01    5.000E-02   -1.904E+01   -1.146E+00   -2.674E-01
   3.000E-01    5.000E-02   -1.855E+01   -6.576E-01   -2.880E-01
   3.500E-01    5.000E-02   -1.851E+01   -1.126E-01   -3.015E-01
   4.000E-01    5.000E-02   -1.898E+01    3.762E-01   -3.119E-01
   4.500E-01    5.000E-02   -1.990E+01    7.846E-01   -3.210E-01
   5.000E-01    5.000E-02   -2.118E+01    1.099E+00   -3.298E-01
   5.500E-01    5.000E-02   -2.264E+01    1.278E+00   -3.387E-01
   6.000E-01    5.000E-02   -2.404E+01    1.245E+00   -3.482E-01
   6.500E-01    5.000E-02   -2.502E+01    8.948E-01   -3.584E-01
   7.000E-01    5.000E-02   -2.510E+01    1.126E-01   -3.698E-01
   7.500E-01    5.000E-02   -2.378E+01   -1.140E+00   -3.827E-01
   8.000E-01    5.000E-02   -2.067E+01   -2.694E+00   -3.983E-01
   8.500E-01    5.000E-02   -1.570E+01   -4.114E+00   -4.176E-01
   9.000E-01    5.000E-02   -9.401E+00   -4.689E+00   -4.412E-01
   9.500E-01    5.000E-02   -3.273E+00   -3.538E+00   -4.693E-01
   1.000E+00    5.000E-02    0.000E+00    0.000E+00   -5.000E-01
   0.000E+00    1.000E-01    0.000E+00    0.000E+00    5.000E-01
   5.000E-02    1.000E-01   -9.714E+00    1.708E+01    1.869E-01
   1.000E-01    1.000E-01   -1.905E+01    9.703E+00   -3.832E-02
   1.500E-01    1.000E-01   -2.429E+01    2.602E+00   -1.665E-01
   2.000E-01    1.000E-01   -2.657E+01   -5.836E-01   -2.314E-01
   2.500E-01    1.000E-01   -2.745E+01   -1.131E+00   -2.642E-01
   3.000E-01    1.000E-01   -2.796E+01   -5.239E-01   -2.823E-01
   3.500E-01    1.000E-01   -2.859E+01    4.306E-01   -2.939E-01
   4.000E-01    1.000E-01   -2.952E+01    1.389E+00   -3.026E-01
   4.500E-01    1.000E-01   -3.078E+01    2.200E+00   -3.100E-01
   5.000E-01    1.000E-01   -3.225E+01    2.742E+00   -3.168E-01
   5.500E-01    1.000E-01   -3.373E+01    2.863E+00   -3.236E-01
   6.000E-01    1.000E-01   -3.488E+01    2.371E+00   -3.304E-01
